NAME,FAILDATE,QBFASSET,QBFDEP,CITY,PSTALP,COST,RESTYPE
COMMONWEALTH S & L ASSOC.,3/2/1989,37061,35661,OSCEOLA,AR,15247,FAILURE
MISSION SA OF TEXAS,3/2/1989,97768,101383,SAN ANTONIO,TX,83523,FAILURE
HOME SAVINGS BANK,3/2/1989,91476,82681,ANCHORAGE,AK,63198,FAILURE
FIRST STATE SAVINGS,3/2/1989,216989,325050,SAN ANTONIO,TX,307570,FAILURE
SUBURBAN SAVINGS ASSOC.,3/2/1989,49224,50250,SAN ANTONIO,TX,29466,FAILURE
FARMERS SAVINGS BANK,5/19/1938,186,163,ANKENY,IA,,FAILURE
VISION BANC SAVINGS ASSOC.,3/2/1989,77305,93129,KINGSVILLE,TX,78589,FAILURE
MADISON GUARANTY S & LA,3/2/1989,114698,98830,MCCRORY,AR,61787,FAILURE
UNIPOINT FED. SAVINGS BANK,3/2/1989,18901,28249,TRUMANN,AR,18319,FAILURE
HOME FED. S & L ASSOC.,3/2/1989,37215,72094,MOUNTAIN HOME,AR,56785,FAILURE
ELMWOOD FED. S & L ASSOC.,3/2/1989,57436,48338,HARAHAN,LA,25243,FAILURE
LA HACIENDA SAVINGS ASSOC.,3/2/1989,69720,116370,SAN ANTONIO,TX,118928,FAILURE
ENTERPRISE FEDERAL SAVINGS,3/2/1989,63543,66995,MARRERO,LA,35326,FAILURE
FOUNTAINBLEAU FEDERAL,3/2/1989,38718,37257,SLIDELL,LA,26311,FAILURE
GIBRALTAR S & L ASSOC.,3/2/1989,71820,71343,ANNAPOLIS,MD,7489,FAILURE
BEXAR SAVINGS ASSOCIATION,3/2/1989,813605,799152,SAN ANTONIO,TX,652855,FAILURE
GERMAN STATE BANK OF BEULAH,5/31/1938,122,100,BEULAH,ND,,FAILURE
FIRST SAVINGS OF LOUISIANA,3/2/1989,25882,44738,LA PLACE,LA,34350,FAILURE
TOPEKA SAVINGS,3/2/1989,96590,108400,TOPEKA,KS,50263,FAILURE
CITIZENS BANK AND TRUST,3/9/1989,14235,16762,CALVERT,TX,5333,FAILURE
LAKEWAY NATIONAL BANK,3/9/1989,16693,16830,AUSTIN,TX,2329,FAILURE
BANK OF THE WEST,3/9/1989,46672,46519,AUSTIN,TX,15795,FAILURE
BANKERS S & L ASSOC.,3/9/1989,106442,115052,GALVESTON,TX,20189,FAILURE
FIRST FED. S & L ASSOC.,3/9/1989,300987,249784,ATLANTA,GA,18185,FAILURE
PEOPLES SAVINGS ASSOC.,3/9/1989,107314,109426,ST. JOSEPH,MI,5,FAILURE
CONCORD-LIBERTY FED. S & L ASSOC.,3/9/1989,220282,238378,MONROEVILLE,PA,19366,FAILURE
OTERO S & L ASSOC.,3/9/1989,558585,481675,COLORADO SPRINGS,CO,306099,FAILURE
LEOPOLIS STATE BANK,6/3/1938,205,143,LEOPOLIS,WI,,FAILURE
MESA FS & LA OF COLORADO,3/9/1989,117449,108848,GRAND JUNCTION,CO,6322,FAILURE
VALLEY FEDERAL S & L ASSOC.,3/9/1989,83809,116689,GRAND JUNCTION,CO,86743,FAILURE
MODERN FED. S & L ASSOC.,3/9/1989,70408,71495,GRAND JUNCTION,CO,2200,FAILURE
FIRST FED. S & LA OF COLORADO SPR.,3/9/1989,354939,313501,COLORADO SPRINGS,CO,194784,FAILURE
ALPINE SAVINGS,3/9/1989,57654,43892,STEAMBOAT SPRINGS,CO,16740,FAILURE
LIBERTY COUNTY FS & LA,3/9/1989,43757,45939,LIBERTY,TX,16111,FAILURE
SUN S & LA,3/9/1989,289521,259865,PARKER,CO,162106,FAILURE
CENTURY FEDERAL SAVINGS BANK,3/9/1989,73942,75103,TRENTON,TN,15288,FAILURE
HILL FINANCIAL SA,3/9/1989,3004007,2473161,RED HILL,PA,730668,FAILURE
LIBERTY BELL SAVINGS ASSOC.,3/9/1989,90309,86399,BEAVER FALLS,PA,8,FAILURE
RUSSELL STATE BANK & TRUST COMPANY,6/17/1938,217,185,RUSSELL,IA,,FAILURE
VALLEY FEDERAL SAVINGS,3/9/1989,180609,263820,ROSWELL,NM,161092,FAILURE
BENJAMIN FRANKLIN SA,3/9/1989,2641392,2004722,HOUSTON,TX,882240,FAILURE
FIRST FED. S & L ASSOC.,3/9/1989,32804,35411,SUMMERVILLE,GA,5245,FAILURE
BAYSHORE SA,3/9/1989,39353,56792,LAPORTE,TX,32994,FAILURE
SPRING BRANCH S & LA,3/9/1989,99874,148131,HOUSTON,TX,102508,FAILURE
BANCPLUS SAVINGS ASSOCIATION,3/9/1989,751461,923026,PASADENA,TX,964160,FAILURE
CITIZENS OF TEXAS S & L ASSOC.,3/9/1989,76368,104539,BAYTOWN,TX,83319,FAILURE
AMERICAN FS & LA,3/9/1989,188882,151090,ALBUQUERQUE,NM,52896,FAILURE
FIRST SAVINGS BANK OF ALABAMA,3/9/1989,26035,24016,HAMILTON,AL,1941,FAILURE
AMERIWAY SAVINGS,3/9/1989,176543,236618,HOUSTON,TX,208016,FAILURE
BANK OF GRANTVILLE,7/20/1935,91,48,GRANTVILLE,GA,,FAILURE
CENTRAL SAVINGS BANK,6/22/1938,,1361,NEWPORT,KY,,FAILURE
AMERICAN S & LA OF BRAZORIA,3/9/1989,281282,327461,LAKE JACKSON,TX,243504,FAILURE
TRINITY VALLEY SAVINGS,3/9/1989,91864,87258,CLEVELAND,TX,23066,FAILURE
FIRST CAPITAL SAVINGS ASSOC./TEXAS,3/9/1989,70918,108657,HOUSTON,TX,75415,FAILURE
UNIVERSAL SA,3/9/1989,142144,260435,HOUSTON,TX,289958,FAILURE
CENTURY SAVINGS & LOAN,3/9/1989,58656,87812,BAYTOWN,TX,57443,FAILURE
HUMBLE S & L ASSOC.,3/9/1989,50315,76538,HUMBLE,TX,62186,FAILURE
FIRST EQUITY SA,3/9/1989,87146,120497,TOMBALL,TX,91331,FAILURE
WESTERN GULF SAVINGS,3/9/1989,154812,242971,BAY CITY,TX,272685,FAILURE
UNITED GUARANTY FED. SAVINGS BANK,3/9/1989,11474,13068,TULLAHOMA,TN,2687,FAILURE
LINCOLN FS & LA,3/9/1989,72216,64940,MT. CARMEL,TN,19159,FAILURE
THE BANK OF ASHE,6/24/1938,,312,JEFFERSON,NC,,FAILURE
GERMANTOWN TRUST SAVINGS,3/9/1989,135929,105912,GERMANTOWN,TN,38196,FAILURE
COMMONWEALTH SAVINGS ASSOC.,3/9/1989,1647893,1608452,HOUSTON,TX,1613353,FAILURE
SOUTHEASTERN SAVINGS ASSOC.,3/9/1989,44709,73046,DAYTON,TX,79538,FAILURE
COLORADO S & L ASSOC.,3/9/1989,54311,52967,ENGLEWOOD,CO,26816,FAILURE
VILLAGE SAVINGS FSB,3/9/1989,93753,155057,HOUSTON,TX,116336,FAILURE
SUN COUNTRY SB OF NEW MEXICO,3/9/1989,66520,76663,ALBUQUERQUE,NM,54554,FAILURE
ROCKY MOUNTAIN S & L ASSOC.,3/9/1989,18197,17951,WOODLAND PARK,CO,10199,FAILURE
CITY SAVINGS ASSOC.,3/9/1989,33762,40546,LEAGUE CITY,TX,24158,FAILURE
PHENIX FED. S & L ASSOC.,3/9/1989,150259,194750,PHENIX CITY,AL,69917,FAILURE
"CONTINENTAL SAVINGS, A FS & LA",3/9/1989,354586,587427,BELLAIRE,TX,803336,FAILURE
COMMERCIAL BANK OF MARYLAND,7/1/1938,,1410,FREDERICK,MD,,FAILURE
"BANKERS TRUST OF LOUISIANA, NA",3/10/1989,83009,88903,KENNER,LA,22732,FAILURE
FIRST SOUTH SA,3/15/1989,277984,454602,HOUSTON,TX,551352,FAILURE
THE FARMERS & MERCHANTS STATE BANK,3/16/1989,22534,22005,BALLINGER,TX,2116,FAILURE
"THE FARMERS STATE BANK, BOGUE",3/16/1989,8044,7962,BOGUE,KS,1685,FAILURE
LIVINGSTON BANK,3/16/1989,106250,104264,DENHAM SPRINGS,LA,16487,FAILURE
MERCHANTS MARINE BANK,3/16/1989,30798,30355,PORT ISABEL,TX,12155,FAILURE
ISLAND BANK,3/16/1989,17538,17217,SOUTH PADRE ISLAND,TX,6215,FAILURE
FIRST FED. S & L ASSOC.,3/16/1989,196488,201160,SHREVEPORT,LA,99402,FAILURE
AMERICAN SECURITY FS & LA,3/16/1989,67176,49872,CHICAGO,IL,2631,FAILURE
FIDELITY S & LA,3/16/1989,312510,262333,PORT ARTHUR,TX,123052,FAILURE
BANK OF MILBURN,7/11/1938,79,62,MILBURN,KY,,FAILURE
MIDWEST HOME FSB,3/16/1989,123561,106123,BELLEVILLE,IL,15646,FAILURE
MADISON COUNTY FED. S & L ASSOC.,3/16/1989,132245,131364,GRANITE CITY,IL,24395,FAILURE
MIDWESTERN SA,3/16/1989,110707,101243,MACOMB,IL,24561,FAILURE
CONTINENTAL FS & LA,3/16/1989,645144,528350,OKLAHOMA CITY,OK,198949,FAILURE
HOME FS & LA OF CENTRALIA,3/16/1989,47627,48100,CENTRALIA,IL,3640,FAILURE
RUSK FED. S & L ASSOC.,3/16/1989,44556,47154,RUSK,TX,24593,FAILURE
FIRST FED. S & LA OF SEMINOLE,3/16/1989,33255,35362,SEMINOLE,OK,5523,FAILURE
JASPER FS & LA,3/16/1989,135619,154546,JASPER,TX,79975,FAILURE
CHILLICOTHE FED. S & L ASSOC.,3/16/1989,51039,53947,CHILLICOTHE,IL,4375,FAILURE
THE DUNCAN S & L ASSOC.,3/16/1989,148576,138261,DUNCAN,OK,17876,FAILURE
HUDSON STATE BANK,7/12/1938,254,209,HUDSON,SD,,FAILURE
FIRST FED. S & L OF THE FLORIDA KEYS,3/16/1989,219923,192594,KEY WEST,FL,49350,FAILURE
MERITBANC SAVINGS ASSOCIATION,3/16/1989,272134,322329,HOUSTON,TX,226024,FAILURE
FIRST FS & LA,3/16/1989,39532,43409,BATON ROUGE,LA,33673,FAILURE
SKOKIE FS & LA,3/16/1989,1004662,769144,SKOKIE,IL,117327,FAILURE
HOME SAVINGS FSLA,3/16/1989,140570,138666,JOLIET,IL,11521,FAILURE
FIRST FED. S & L ASSOC.,3/16/1989,64310,64430,NEW IBERIA,LA,15820,FAILURE
SABINE VALLEY S & L ASSOC.,3/16/1989,41055,29142,CENTER,TX,10965,FAILURE
SOUTHEAST TEXAS FSA,3/16/1989,31198,27169,WOODVILLE,TX,8546,FAILURE
ILLINOIS SAVINGS BANK,3/16/1989,78018,67821,PEORIA,IL,4580,FAILURE
JEFFERSON S & L ASSOC.,3/16/1989,119085,125667,BEAUMONT,TX,85086,FAILURE
BETHEL SPRINGS BANK,7/22/1938,,39,BETHEL SPRINGS,TN,,FAILURE
FIRST FED. S & L ASSOC.,3/16/1989,23545,16195,EUNICE,LA,5537,FAILURE
COMMUNITY FED. S & L ASSOC.,3/16/1989,10303,14438,TAMPA,FL,13294,FAILURE
MIAMI SAVINGS BANK,3/16/1989,176615,158830,MIAMI,FL,73463,FAILURE
SAVINGS OF TEXAS ASSOC.,3/16/1989,63602,79847,JACKSONVILLE,TX,62725,FAILURE
GOLDEN TRIANGLE S & LA,3/16/1989,26934,61798,BRIDGE CITY,TX,58276,FAILURE
GENERAL SAVINGS ASSOC.,3/16/1989,74579,50179,HENDERSON,TX,25443,FAILURE
DEEP EAST TEXAS SA,3/16/1989,53599,56442,JASPER,TX,28012,FAILURE
FIRST SAV. ASSOC. SOUTHEAST TEXAS,3/16/1989,48690,44360,SILSBEE,TX,22894,FAILURE
PEOPLES FS & LA OF THIBODAUX,3/16/1989,19610,21085,THIBODAUX,LA,7209,FAILURE
TIMBERLAND FSA,3/16/1989,60252,49042,NACOGDOCHES,TX,14297,FAILURE
TAKOMA PARK BANK,7/23/1938,,2048,TAKOMA PARK,MD,,FAILURE
BRICKELLBANC SAVINGS ASSOC.,3/16/1989,38750,36615,MIAMI,FL,15339,FAILURE
LINCOLN S & LA,3/16/1989,260627,263358,MIAMI,FL,67673,FAILURE
RIVER CITY FEDERAL SAVINGS,3/16/1989,61213,98298,BATON ROUGE,LA,86579,FAILURE
FAMILY FS & LA,3/16/1989,27626,23614,SHREVEPORT,LA,19653,FAILURE
FIRST VENICE S & LA,3/16/1989,58572,62424,VENICE,FL,1053,FAILURE
SPINDLETOP SA,3/16/1989,180509,325273,BEAUMONT,TX,266768,FAILURE
EVANGELINE FEDERAL SAVINGS & LOAN,3/16/1989,37396,79422,LAFAYETTE,LA,60858,FAILURE
ROYAL PALM SAVINGS BANK,3/16/1989,563989,491035,WEST PALM BEACH,FL,187947,FAILURE
FIRST SAVINGS OF AMERICA FS & LA,3/16/1989,23495,47254,ORLAND PARK,IL,31435,FAILURE
LIBERTY FEDERAL SAVINGS,3/16/1989,60102,91063,NEW PORT RICHEY,FL,35291,FAILURE
HUTCHINSON COUNTY BANK,7/27/1938,273,215,PARKSTON,SD,,FAILURE
SECURITY SAVINGS ASSOCIATION,3/16/1989,236328,471415,TEXARKANA,TX,563188,FAILURE
ACADIA SAVINGS & LOAN,3/16/1989,89672,137710,CROWLEY,LA,98792,FAILURE
FINANCIAL SECURITY S & L ASSOC.,3/16/1989,142304,150437,DELRAY BEACH,FL,57846,FAILURE
ENTERPRISE BANK OF FLORIDA,3/17/1989,28020,26309,MIAMI LAKES,FL,3613,FAILURE
FIRST STATE BANK,3/23/1989,8962,9174,ROGERS,TX,2856,FAILURE
INDUSTRIAL BANK,3/23/1989,64773,65314,HOUSTON,TX,7524,FAILURE
FIRST BANK OF ROWLETT,3/23/1989,35636,34788,ROWLETT,TX,6945,FAILURE
"MBANK GREENVILLE, NATIONAL ASSOC",3/28/1989,153330,152701,GREENVILLE,TX,4857,FAILURE
"MBANK AUSTIN, NATIONAL ASSOCIATION",3/28/1989,642018,560075,AUSTIN,TX,87156,FAILURE
"MBANK BRENHAM, NATIONAL ASSOCIATION",3/28/1989,140264,132362,BRENHAM,TX,5166,FAILURE
WINOOSKI SAVINGS BANK,7/28/1938,4008,2479,WINOOSKI,VT,,FAILURE
"MBANK CORSICANA, NATIONAL ASSOCIATION",3/28/1989,165084,160801,CORSICANA,TX,900,FAILURE
"MBANK DALLAS, NATIONAL ASSOCIATION",3/28/1989,6556056,4033803,DALLAS,TX,1610809,FAILURE
"MBANK FORT WORTH, NATIONAL ASSOC",3/28/1989,749114,624217,FORT WORTH,TX,153292,FAILURE
"MBANK LONGVIEW, NATIONAL ASSOC",3/28/1989,264994,254672,LONGVIEW,TX,11292,FAILURE
"MBANK MARSHALL, NATIONAL ASSOC",3/28/1989,210336,196957,MARSHALL,TX,4998,FAILURE
"MBANK JEFFERSON COUNTY, NA",3/28/1989,330935,307311,PORT ARTHUR,TX,16205,FAILURE
"MBANK ALAMO, NATIONAL ASSOCIATION",3/28/1989,784855,708152,SAN ANTONIO,TX,82477,FAILURE
"MBANK SHERMAN, NATIONAL ASSOC",3/28/1989,282027,271442,SHERMAN,TX,3352,FAILURE
"MBANK WICHITA FALLS, NATIONAL ASSOC",3/28/1989,484828,450521,WICHITA FALLS,TX,15697,FAILURE
"MBANK ROUND ROCK, NATIONAL ASSOC",3/28/1989,164598,162588,ROUND ROCK,TX,17897,FAILURE
STATE BANK OF RICE LAKE,8/15/1938,946,841,RICE LAKE,WI,,FAILURE
"MBANK ODESSA, NATIONAL ASSOC",3/28/1989,317623,298538,ODESSA,TX,7059,FAILURE
"MBANK ORANGE, NATIONAL ASSOC",3/28/1989,149828,144488,ORANGE,TX,4169,FAILURE
"MBANK MIDCITIES, NATIONAL ASSOC",3/28/1989,357997,331362,ARLINGTON,TX,6654,FAILURE
"MBANK DENTON COUNTY, NATIONAL ASSOC",3/28/1989,220122,212291,LEWISVILLE,TX,1286,FAILURE
"MBANK ABILENE, NATIONAL ASSOCIATION",3/28/1989,199025,213188,ABILENE,TX,73254,FAILURE
"MBANK HOUSTON, NATIONAL ASSOC",3/28/1989,3307498,2566889,HOUSTON,TX,731556,FAILURE
"MBANK THE WOODLANDS, NATIONAL ASSOC",3/28/1989,160119,155632,THE WOODLANDS,TX,6909,FAILURE
HARVARD BANK,3/30/1989,23144,22822,TULSA,OK,4034,FAILURE
BALDWIN COUNTY FED. SAVINGS BANK,3/30/1989,171484,156816,ROBERTSDALE,AL,7328,FAILURE
BROADVIEW SAVINGS BANK,3/30/1989,1778493,1136571,CLEVELAND,OH,94678,FAILURE
MERCHANTS & FARMERS BANK,7/22/1935,227,132,MARIETTA,GA,,FAILURE
BANK OF HIGHMORE (DREW BROS.),8/16/1938,109,79,HIGHMORE,SD,,FAILURE
CARTERSVILLE FSB OF GEORGIA,3/30/1989,56726,58748,CARTERSVILLE,GA,0,ASSISTANCE
DURAND FS & LA,3/30/1989,106603,118954,DURAND,WI,41838,FAILURE
MIDLAND BUCKEYE SAVINGS,3/30/1989,218774,212267,ALLIANCE,OH,24858,FAILURE
CITY FS & LA,3/30/1989,711958,648197,BIRMINGHAM,AL,53289,FAILURE
HERITAGE FS & LA,3/30/1989,311668,254102,MONROE,NC,49165,FAILURE
COMMUNITY FED. S & L ASSOC.,3/30/1989,9421,10033,NEWPORT NEWS,VA,1326,FAILURE
GREAT ATLANTIC SAVINGS BANK,3/30/1989,126807,123803,MANTEO,NC,48275,FAILURE
FIRST SERVICE BANK FOR SAVINGS,3/31/1989,880658,683356,LEOMINSTER,MA,288210,FAILURE
"PREMIER BANK, A NATIONAL ASSOCIATION",3/31/1989,37064,35617,DALLAS,TX,16360,FAILURE
INTERSTATE BANK OF COMMERCE,3/31/1989,6406,6969,MIAMI,FL,1925,FAILURE
THE FARMERS & MERCHANTS BANK,8/18/1938,119,95,MADISON,MO,,FAILURE
"GIBRALTAR SAVINGS BANK, FSB",3/31/1989,1684381,1368547,SEATTLE,WA,59,FAILURE
"GIBRALTAR SAVINGS, FA",3/31/1989,13382327,7575392,SIMI VALLEY,CA,94595,FAILURE
MURRAY SAVINGS ASSOCIATION,4/5/1989,1440640,1168399,DALLAS,TX,384405,FAILURE
FIRST NATIONAL BANK OF NOCONA,4/6/1989,23286,24092,NOCONA,TX,4703,FAILURE
ST. TAMMANY NATIONAL BANK,4/6/1989,47115,44659,MANDEVILLE,LA,5832,FAILURE
RESOURCE SA,4/6/1989,616052,426296,DENISON,TX,337549,FAILURE
CENTENNIAL SAVINGS BANK,4/6/1989,105980,82680,GREENVILLE,TX,32178,FAILURE
LIBERTYVILLE FED. S & L ASSOC.,4/6/1989,100959,95454,LIBERTYVILLE,IL,8,FAILURE
FIRST FED. S & L OF SOUTHEAST MO.,4/6/1989,385144,332070,CAPE GIRARDEAU,MO,33437,FAILURE
FIRST OF KANSAS SAVINGS,4/6/1989,53903,46245,HAYS,KS,5970,FAILURE
HOME BANK & TRUST COMPANY,8/19/1938,401,278,WINCHESTER,TN,,FAILURE
FIRST FED. SAVINGS BANK,4/6/1989,55556,55660,EAST ALTON,IL,7205,FAILURE
CASS FS & LA OF ST. LOUIS,4/6/1989,52439,65752,FLORISSANT,MO,12578,FAILURE
AMERICAN FS & LA OF COLORADO,4/6/1989,720437,681014,COLORADO SPRINGS,CO,443513,FAILURE
FIRST FS & LA OF ESTHERVILLE,4/6/1989,60582,58862,ESTHERVILLE,IA,9682,FAILURE
FINANCIAL FEDERAL SA,4/6/1989,161427,173078,JOPLIN,MO,44820,FAILURE
CENTRAL TEXAS S & LA,4/6/1989,216105,211337,WACO,TX,119282,FAILURE
SIOUX VALLEY S & LA,4/6/1989,61788,90792,CHEROKEE,IA,41941,FAILURE
EQUITY FEDERAL SAVINGS BANK,4/6/1989,4467,4999,DENVER,CO,1906,FAILURE
EXCEL BANC SAVINGS ASSOC.,4/6/1989,146706,158926,LAREDO,TX,69635,FAILURE
STATE MUTUAL FED. S & L ASSOC.,4/6/1989,8656,9772,JACKSON,MS,4006,FAILURE
HITCHCOCK STATE BANK,8/24/1938,79,54,HITCHCOCK,SD,,FAILURE
HERITAGE BANC SAVINGS,4/6/1989,177727,146382,DUNCANVILLE,TX,87062,FAILURE
REPUBLIC BANK FOR SAVINGS,4/6/1989,43367,85165,JACKSON,MS,73564,FAILURE
CITY FEDERAL S & L ASSOC.,4/6/1989,20309,27926,OAKLAND,CA,11604,FAILURE
FOUNDERS FEDERAL S & L,4/6/1989,134696,166509,LOS ANGELES,CA,77724,FAILURE
INDEPENDENCE S & L ASSOC.,4/6/1989,440004,361620,VALLEJO,CA,23391,FAILURE
CENTRAL S & L ASSOC.,4/6/1989,52091,72912,JACKSON,MS,41027,FAILURE
DELTA FS & LA,4/6/1989,10280,13814,DREW,MS,8529,FAILURE
ARROWHEAD PACIFIC FEDERAL SAVINGS,4/6/1989,60227,88145,SAN BERNARDINO,CA,35004,FAILURE
MERIDIAN SAVING ASSOCIATION,4/6/1989,48872,434862,ARLINGTON,TX,531288,FAILURE
GATEWAY FEDERAL SAVINGS BANK,4/6/1989,72701,126174,OAKLAND,CA,81305,FAILURE
JERAULD COUNTY BANK,8/31/1938,260,211,WESSINGTON SPRINGS,SD,,FAILURE
WASHINGTON S & L ASSOC.,4/6/1989,66747,68684,STOCKTON,CA,6,FAILURE
ROYAL OAK S & L ASSOC.,4/6/1989,34356,35528,MANTECA,CA,3103,FAILURE
CABRILLO FEDERAL SAVINGS BANK,4/6/1989,71844,61915,SAN JOSE,CA,1567,FAILURE
CITY S & L ASSOC.,4/6/1989,33332,34047,WESTLAKE VILLAGE,CA,2604,FAILURE
GOLDEN CIRCLE SA,4/6/1989,20520,18539,CORSICANA,TX,4310,FAILURE
FIDELITY FSB,4/6/1989,116410,135275,CORINTH,MS,96602,FAILURE
AMERICAN FEDERAL SAVINGS BANK,4/6/1989,33512,31689,AUSTIN,TX,14136,FAILURE
BEDFORD SAVINGS ASSOC.,4/6/1989,90784,102691,BEDFORD,TX,75518,FAILURE
PARK CITIES SAVINGS ASSOCIATION,4/6/1989,43136,37040,DALLAS,TX,17023,FAILURE
UNIFIED SAVINGS FS & LA,4/6/1989,35081,52295,NORTHRIDGE,CA,22633,FAILURE
FIRST BANK OF FLAXTON,8/31/1938,80,53,FLAXTON,ND,,FAILURE
PERPETUAL SAVINGS ASSOCIATION,4/6/1989,18736,28992,SANTA ANA,CA,12595,FAILURE
FIRST CALIFORNIA SAVINGS,4/6/1989,161360,194491,ORANGE,CA,73745,FAILURE
THE COMMONWEALTH BANK,4/12/1989,65781,57210,BELLAIRE,TX,6865,FAILURE
"ALLIED OKLAHOMA BANK, NATIONAL ASSOC",4/13/1989,58267,61001,OKLAHOMA CITY,OK,11179,FAILURE
TROPICAL FS&LA,4/13/1989,55007,61820,MIAMI,FL,11932,ASSISTANCE
LINCOLN SAVINGS & LOAN,4/14/1989,4857204,4193981,IRVINE,CA,3142552,FAILURE
FIRST STATE BANK,4/20/1989,9419,9349,DEANVILLE,TX,1267,FAILURE
TRAVIS BANK AND TRUST,4/20/1989,53860,52327,AUSTIN,TX,13329,FAILURE
CONTINENTAL NATIONAL BANK,4/20/1989,12204,12613,SAN ANTONIO,TX,3374,FAILURE
ALLIANCE BANK,4/21/1989,778973,797169,ANCHORAGE,AK,75908,FAILURE
FIRST STATE BANK,9/2/1938,135,112,HEWITT,MN,,FAILURE
"BANK OF LAKEWOOD, NATIONAL ASSOC",4/27/1989,9666,8342,LAKEWOOD,CO,3412,FAILURE
SEMINOLE NATIONAL BANK,4/27/1989,6594,7648,HOLLYWOOD,FL,1241,FAILURE
"WESTCO SAVINGS BANK, FSB",4/27/1989,188286,181399,WILMINGTON,CA,42586,FAILURE
SOUTHWEST FEDERAL SAVINGS ASSOC.,4/27/1989,896825,791774,LOS ANGELES,CA,74617,FAILURE
METROPOLITAN FED. S & L ASSOC.,4/27/1989,168244,174853,DENVILLE,NJ,16,FAILURE
SEABANK FED. SAVINGS BANK,4/27/1989,35353,33632,MYRTLE BEACH,SC,5306,FAILURE
KATY NATIONAL BANK,5/4/1989,52033,55294,KATY,TX,17831,FAILURE
FIRST NATIONAL BANK OF EAST BATON ROUGE,5/4/1989,28297,30497,BATON ROUGE,LA,7588,FAILURE
GREATER TEXAS BANK LEANDER,5/4/1989,20561,22175,LEANDER,TX,11045,FAILURE
LEXINGTON STATE BANK,5/11/1989,13794,13907,LEXINGTON,TX,3073,FAILURE
STOCKMENS STATE BANK,9/24/1938,87,74,MEDORA,ND,,FAILURE
LEWIS COUNTY SAVINGS AND LOAN CO,5/12/1989,3986,3925,WESTON,WV,405,FAILURE
SECURITY BANK & TRUST COMPANY,5/18/1989,34808,37106,WHARTON,TX,9381,FAILURE
THE FIRST NATIONAL BANK OF GORDON,5/18/1989,10864,11559,GORDON,TX,1304,FAILURE
FIRST NATIONAL BANK AT OSWEGO,5/18/1989,24023,23343,OSWEGO,KS,1917,FAILURE
"THE BANK OF EDMOND, NATIONAL ASSOC",5/18/1989,8078,8525,EDMOND,OK,680,FAILURE
GRAND CANYON STATE BANK,5/19/1989,14607,13246,SCOTTSDALE,AZ,4370,FAILURE
COMMERCE AND ENERGY BANK,5/24/1989,29468,27111,LAFAYETTE,LA,6666,FAILURE
FIRST EASTERN BANK & TRUST COMPANY,5/24/1989,29422,29215,NEW ORLEANS,LA,7676,FAILURE
BANK OF AURORA,5/24/1989,6901,6578,AURORA,CO,2468,FAILURE
LIBERTY NATIONAL BANK,5/25/1989,67505,68277,DALLAS,TX,23284,FAILURE
THE SARANAC LAKE NATIONAL BANK,9/24/1938,,491,SARANAC LAKE,NY,,FAILURE
THE FIRST STATE BANK,5/31/1989,11698,11060,FORGAN,OK,365,FAILURE
FULSHEAR STATE BANK,6/8/1989,10697,10686,FULSHEAR,TX,2349,FAILURE
LAKE COUNTRY NATIONAL BANK,6/8/1989,7536,8360,BURNET,TX,1654,FAILURE
FIRST AMERICAN BANK,6/8/1989,13286,13608,SAN ANTONIO,TX,3063,FAILURE
CIVIC SAVINGS BANK,6/8/1989,98696,101253,PORTSMOUTH,OH,12886,FAILURE
"HORIZON FINANCIAL, FA",6/8/1989,2492405,1797508,SOUTHAMPTON,PA,305925,FAILURE
TREASURE STATE BANK,6/9/1989,14553,13150,GLASGOW,MT,2577,FAILURE
WESTERN SAVINGS & LOAN,6/14/1989,5654683,4130994,PHOENIX,AZ,2076644,FAILURE
SUN STATE SAVINGS & LOAN,6/14/1989,1046842,892888,PHOENIX,AZ,443613,FAILURE
NORTHERN BANK & TRUST,6/15/1989,6914,6560,FORT COLLINS,CO,776,FAILURE
FIRST STATE BANK,9/29/1938,165,112,WILMOT,SD,,FAILURE
HELOTES STATE BANK,6/15/1989,21327,21000,HELOTES,TX,4998,FAILURE
"CAPITAL BANK-NORTHWEST, NATIONAL",6/15/1989,15962,17233,SAN ANTONIO,TX,3580,FAILURE
"GUARDIAN BANK, N.A.",6/21/1989,409389,383002,HEMPSTEAD,NY,203576,FAILURE
PRESTON NORTH NATIONAL BANK,6/22/1989,6504,6930,DALLAS,TX,1536,FAILURE
HABERSHAM FEDERAL SA,6/22/1989,93297,90802,CORNELIA,GA,36003,FAILURE
GREAT SOUTHERN FEDERAL SAVINGS,6/22/1989,880160,629870,SAVANNAH,GA,146470,FAILURE
FIRST FED. S & L ASSOC.,6/22/1989,54422,49767,AMERICUS,GA,8841,FAILURE
NEW ULM STATE BANK,6/29/1989,11963,11777,NEW ULM,TX,2962,FAILURE
HOBBY COMMUNITY BANK,6/29/1989,8010,8480,HOUSTON,TX,3341,FAILURE
FIRST FED. S & L ASSOC.,6/29/1989,126419,127327,BAKERSFIELD,CA,11284,FAILURE
THE FARMERS NATIONAL BANK OF SARDINIA,7/24/1935,308,261,SARDINIA,OH,,FAILURE
BANK OF LOCKPORT,10/11/1938,68,51,LOCKPORT,KY,,FAILURE
PEOPLES S & L ASSOC.,6/29/1989,23943,24322,HAMPTON,VA,1381,FAILURE
MISSOURI SAVINGS ASSOCIATION,6/29/1989,661088,500715,CLAYTON,MO,48840,FAILURE
